,0
choice,281
viewer,699
discretion,4
advised,31
barbra,32
posting,10
biased,36
ranks,57
emphasized,12
postings,3
fascinating,290
unfold,52
streisand,85
satisfied,69
fresh,257
heavy,254
duty,62
throughout,798
extended,60
frame,143
finale,145
speaks,104
volumes,27
admire,70
run,552
pleased,91
deceased,46
stayed,84
devoted,64
realized,152
ago,609
makers,167
words,435
title,669
primarily,57
giants,28
mostly,459
sport,79
change,558
emphasis,59
teens,92
wedge,4
hardest,22
breaking,142
bodysurfing,1
spots,86
foot,128
surf,12
ridden,33
hammered,7
waves,63
occasions,45
complete,395
awe,74
surfers,21
jeff,191
clark,118
appearances,88
normal,269
mortal,35
maverick,22
decade,153
grasp,55
safety,56
rule,107
water,286
dive,16
swim,66
sane,18
degrees,29
sharks,14
warm,166
jaws,22
tingle,3
scary,369
uncontrolled,4
bowel,2
evacuation,5
laird,15
hamilton,72
surviving,57
hardly,237
numbers,212
working,463
rincon,1
blown,99
dedication,29
wave,116
riders,23
comparable,28
neglects,6
mention,333
outside,303
kalama,1
deserved,179
splice,5
ken,83
bradshaw,10
log,13
cabins,3
gay,231
lesbian,58
mardi,15
gras,15
festival,239
sydney,36
australia,81
estranged,36
funeral,55
discovering,51
dying,151
aids,66
enter,110
warming,68
reconciliation,14
magnificent,216
creating,169
gradual,13
warmth,65
builds,89
progresses,54
qualm,6
whilst,144
acts,183
sick,194
cells,11
ill,124
employed,38
gripe,15
less,935
realistic,525
despite,729
hoping,119
premise,227
simple,695
woods,176
stumble,18
tries,484
convince,69
occurred,64
provided,130
narrative,243
engaging,182
gray,35
conveys,59
loneliness,60
complements,12
quietness,3
helplessness,12
inability,40
parallels,34
silenced,5
hopelessness,13
irrationality,1
addresses,18
elements,433
visuals,154
relying,28
gore,286
weak,229
cleverly,74
build,148
tension,269
startling,47
unexpected,187
reminiscent,112
japanese,417
english,542
innocents,10
provides,262
atmosphere,493
enjoys,67
scare,80
mentioned,277
detailed,65
tid,2
bits,134
bustelo,2
coffee,44
crate,3
reused,7
cup,77
grandsons,2
hair,213
understand,808
unless,139
hispanic,10
culturally,4
specific,70
particular,438
bash,20
prior,97
knowledge,159
foundation,28
built,110
target,98
deserving,38
rating,389
doodlebops,16
appealing,129
join,94
impossible,229
brings,426
color,255
preachy,32
messages,65
sorting,5
everyday,127
challenges,51
refreshing,179
alternative,45
regular,161
programs,39
independent,176
tall,53
grass,29
phenomenal,42
avi,3
ullman,17
disney,457
able,726
cheesy,228
teen,135
adult,321
gruver,3
proud,118
submission,13
audience,1021
honestly,127
enthused,4
spoil,121
everything,1128
kip,7
giovanni,8
ribsi,1
thief,113
messes,10
delivery,91
threatened,37
objective,43
randall,39
nicolas,45
cage,153
retired,56
booster,2
lil,23
trouble,251
routine,94
setbacks,7
surprises,131
predictable,226
wondering,138
expensive,59
item,39
sway,10
angelina,23
jolie,30
trust,172
convincing,282
theft,18
damn,135
sexy,238
biography,51
mainstream,129
tattoo,9
downsides,4
unrealistic,61
jokes,365
hey,154
bruckheimer,17
lines,634
wet,45
jobs,97
mrs,154
tools,20
boost,25
feelgood,11
nowadays,114
con,126
air,315
snake,34
plus,309
thriller,519
jackie,192
chan,167
favourites,38
cages,4
accepts,49
except,397
mm,40
bringing,126
asked,141
said,966
connery,51
ed,159
malkovich,5
ving,3
rhames,1
starred,102
paycheque,1
ride,276
kiss,93
wait,318
lara,29
croft,6
forbidden,84
sf,33
golden,177
spaceship,12
lands,41
via,91
ships,43
travels,64
terrifying,106
unforgetable,1
robbie,10
mysterious,217
dr,353
morbuis,1
altair,7
former,287
inhabitants,44
krell,30
died,282
overnight,19
nitpick,12
obviously,433
studio,310
painted,48
backdrops,23
adds,235
menace,51
claustraphobia,1
bebe,7
louis,162
barron,3
electronic,20
shocked,99
halfway,47
lajos,6
koltai,5
evening,146
deathbed,10
appearing,69
hallucination,12
line,854
embarrassingly,6
theatrical,135
vanessa,24
redgrave,28
utter,52
simplicity,69
susan,96
minot,5
skirts,11
sentimentality,37
ordinariness,3
admirable,42
engenders,4
involvement,57
recent,300
six,202
meaningful,72
worthwhile,87
theaters,108
sara,31
polley,1
hollywood,1057
slick,53
celebrity,59
vehicle,109
pairs,7
daughters,133
natasha,20
richardson,73
meryl,49
streep,67
mamie,12
gummer,16
sister,463
collette,42
youthful,44
incarnation,18
claire,112
danes,83
eileen,16
dancy,12
wilson,108
large,293
multiple,102
platform,18
hungarian,23
mephisto,1
fateless,1
created,316
ensemble,117
continental,8
newport,4
environment,121
wedding,170
fraught,8
missed,296
connections,43
choices,100
dutiful,6
compliance,3
social,357
pressures,23
present,386
soap,113
opera,198
selfless,10
rarified,2
french,505
sagas,5
contemporary,132
complex,311
lovers,198
triangle,32
understandably,24
captivatingly,2
individual,156
tunes,60
woven,25
symphony,12
foregoing,3
shine,71
discovery,72
vaguely,35
mother,895
carrying,87
load,36
final,740
steals,146
admission,28
stays,125
length,196
inviting,13
thinking,459
experiencing,38
emotions,298
raises,46
runs,265
thereafter,19
popcorn,50
tiempo,8
de,445
valientes,8
admiration,29
caused,131
limits,61
search,172
inside,333
thoughts,130
innovations,6
emerge,34
bigger,132
szifron,9
uncompromised,1
argentina,19
witnessed,41
achieved,96
el,43
fondo,3
del,49
awakened,10
daily,103
pablo,4
trapero,2
bonaerense,1
federal,22
department,105
experiences,129
training,120
lots,396
situations,254
mysteries,76
thrilling,96
alfredo,2
az,9
mariano,1
silverstein,9
caliber,41
luque,9
cheats,12
psychiatrist,96
assigned,48
treatment,124
sessions,15
advantage,93
disposition,8
suggests,74
joins,46
routines,35
problem,513
doctor,297
personality,196
developed,221
explained,87
regards,37
complexity,60
demonstrates,42
history,823
reaching,49
points,382
unbelievable,96
spontaneity,8
pressure,47
continue,167
answers,110
call,354
dinner,74
friend,831
crashes,20
importance,93
trespasses,1
red,474
lights,109
smokes,8
pot,54
patrol,10
screwed,28
robber,10
diego,40
peretti,9
receive,60
plan,188
locas,1
amor,6
impresses,14
hand,601
passion,186
write,215
unfortunately,422
summarize,9
assure,24
africa,129
arab,20
edge,304
sahara,3
meaning,240
handsome,152
trappist,2
monk,51
fleeing,23
crisis,94
faith,147
passions,25
stirred,12
sand,28
diviner,4
happiness,139
sorrow,32
allah,10
hokum,5
marlene,19
dietrich,22
charles,228
boyer,49
letting,68
basil,23
rathbone,28
desert,105
joseph,153
schildkraut,15
talkative,8
guide,78
arabic,11
others,929
speak,228
gibberish,5
lucile,13
watson,71
marshal,13
honorable,20
officer,147
tilly,7
losch,3
dangerous,168
henry,275
brandon,15
porter,33
carradine,27
sir,127
c,310
aubrey,9
mavens,11
recognize,116
helen,98
jerome,16
eddy,10
nun,25
marcia,2
bonita,2
granville,2
peeking,5
shoulder,40
convent,25
girls,550
gaunt,8
brulier,1
monastery,18
lector,1
ferdinand,4
gottschalk,3
clerk,36
uncredited,22
exception,169
colorful,103
technicolor,68
location,170
yuma,15
arizona,18
dunes,3
contaminated,10
degree,95
company,271
revolt,17
rushes,19
burned,46
bright,122
tomato,5
producer,223
selznick,3
remainder,22
documentry,1
nyc,57
african,157
underclass,3
camadrie,1
balls,34
extent,88
nineteen,8
eighties,60
pre,196
homo,11
thug,20
queens,27
extroverts,1
storyville,1
greatly,104
documented,20
hail,13
h,184
wells,81
incarnations,9
speilburg,1
changed,266
removed,45
originally,168
hour,404
cut,405
excellence,37
chapter,54
visualization,3
novels,93
pages,36
remembers,37
martians,24
invade,9
capsules,1
containing,32
tripod,4
walking,163
machines,70
th,438
prepared,90
repel,1
alien,121
forces,165
fight,581
canons,4
guns,110
mes,9
shells,2
bound,116
walkers,8
wide,163
smallest,21
organisms,3
accomplishment,21
timothy,76
hines,16
potential,228
vision,185
meager,8
million,168
larger,94
lately,50
dance,463
slum,14
intensity,112
timing,109
hallmark,19
research,81
subject,386
checking,79
harilal,41
akshay,38
khanna,13
interestingly,45
vinod,1
albeit,103
dramatic,388
gandhis,1
helped,190
essay,12
impressed,243
thumbs,79
anil,9
kapoor,42
producing,47
classy,40
tail,35
channel,149
surfing,63
cable,136
channels,41
intrigued,66
sought,36
program,123
summary,67
disturbed,51
distressed,13
attended,32
school,783
insight,104
contend,18
chillness,1
alike,86
struggle,201
comprehend,31
senseless,24
shootings,26
overwhelming,70
seek,98
bugs,103
bunny,40
performer,60
display,97
transferring,5
oblige,1
figures,124
taxidermy,3
stuffing,4
animals,246
certain,448
rabbit,50
causes,79
wits,25
rascally,2
employer,17
definitely,1043
remains,270
disc,76
looney,16
collection,204
volume,21
jerry,227
winds,48
bottle,47
invisible,99
ink,12
chemistry,289
quickly,310
discovers,157
results,144
occur,56
uses,319
hidden,210
condition,80
torment,24
defending,28
sadistic,39
streak,19
torments,4
cat,257
whenever,127
unprovoked,1
deceiving,3
mousetrap,2
disappears,35
milk,39
dish,20
sleep,120
nightmare,144
fire,290
paw,3
cartoons,107
mouse,110
cute,304
thankfully,108
generally,215
whatever,272
damage,37
suffers,83
thirds,14
methods,52
detect,7
located,36
putting,180
flour,2
footprints,1
morals,35
occasionally,144
bitterness,11
occurs,76
lightness,9
soften,8
sarcasm,19
irony,80
flows,30
till,110
halt,11
shines,118
trintignant,4
romy,24
schneider,18
pearl,44
glowing,27
hippy,12
movement,126
political,365
activist,16
vietnam,92
sarah,106
brian,229
born,237
fourth,107
july,38
dad,255
kate,157
pregnant,65
roll,183
artist,216
home,1030
san,117
francisco,76
summer,220
liberal,59
everybody,228
slip,28
vote,118
sixties,46
murders,194
luther,14
aswell,1
protests,9
woodstock,9
closely,86
wavy,3
speaker,17
gravy,3
breakfast,29
bed,170
aid,57
employee,29
mitchell,72
leisen,12
versatility,19
musical,625
previous,317
dramas,107
cameo,132
conductor,39
code,134
afterwards,61
widescreen,49
ala,21
busby,39
berkeley,45
characterless,3
jack,605
oakie,13
victor,156
mclaghlan,1
personas,11
gertrude,26
spark,32
rhapsody,10
drama,873
unconvincing,24
faked,8
minimal,43
impact,268
alienate,29
particularly,581
due,488
kirsten,34
dunst,29
simon,183
pegg,51
comedic,192
spot,214
sidney,148
smalltime,3
bumbling,51
journalist,63
hired,80
upscale,5
magazine,74
spectacular,183
enters,80
burns,144
bridges,38
bosses,37
peers,29
superstars,9
disrupting,2
tie,41
event,206
allowing,74
rampant,19
catches,55
clayton,10
harding,5
editor,47
sharp,142
warns,29
impress,43
succeed,61
insults,21
annoys,6
alison,68
olsen,27
dares,22
clients,9
publicist,7
eleanor,20
gillian,54
anderson,115
upsets,11
direct,183
lawrence,54
maddox,1
danny,238
huston,20
creative,209
annoy,17
rising,45
sophie,39
maes,6
megan,17
fox,211
develops,100
odd,301
allison,25
friendship,235
downward,17
spiraling,8
storyline,339
obnoxious,33
annoying,203
likable,231
root,45
f,160
cking,3
humorous,157
wit,134
unlikable,20
dimensional,93
underused,16
spice,22
comedies,267
romantic,572
puzzlement,3
fail,100
indescribable,11
exceptional,120
ren,17
stimpy,1
hurt,177
skip,99
te,20
cousin,85
visually,167
undoubtably,3
bruise,3
sensibilities,24
sixty,18
disabled,34
hyper,35
folks,157
umbrage,3
curled,4
fetal,3
position,112
faded,23
lighten,27
float,14
caricatures,24
celebrities,30
terribly,80
flattering,6
bing,27
crosby,35
reportedly,24
hated,97
remembered,168
signed,45
peace,133
treaty,14
idyllic,14
predictably,19
sour,24
endless,69
pipe,14
frying,9
baseball,153
bat,30
butch,29
beginning,739
bunch,223
network,98
la,297
roue,2
afternoon,107
consider,266
talkie,24
puts,232
shame,273
innovative,62
adorable,76
upbeat,33
bottom,132
lottery,9
male,309
lead,630
exhilarating,21
spectacularly,15
twice,205
marx,21
biggest,215
lion,110
corny,113
sequels,78
animation,540
sucks,34
eritated,1
tommy,60
matt,133
dillon,17
gambling,48
wrists,1
learned,155
throwing,52
craps,7
cynical,95
crying,85
grave,55
buddy,131
remarks,46
threw,36
battery,2
acid,32
allen,239
blinding,8
bruce,230
dern,30
wrrrooonnnnggg,1
endings,62
wrought,15
blissfully,3
unaware,47
native,116
unleashed,15
ray,219
bo,37
diddley,1
racism,86
raring,1
ugly,89
club,212
called,637
biloxi,1
confederate,14
flag,22
backing,16
racist,62
factotum,1
listen,174
matured,15
owns,38
paramount,59
studies,34
finely,35
nuanced,36
farm,63
poignant,126
bassett,9
hound,15
convincingly,68
diane,43
lane,85
ager,5
kinda,117
conviction,43
bodyguard,21
mexico,119
kidnappings,6
ransom,9
befriend,10
gregson,5
williams,195
lisa,91
gerrard,1
gladiator,17
composed,66
strongest,46
denzel,97
washington,177
mickey,51
rourke,18
walken,62
radtha,1
dakota,22
fanning,30
dazzling,47
along,990
editing,282
lifetime,91
ellen,62
burstyn,16
samantha,36
mathis,8
jodelle,8
ferland,9
nominated,169
emmy,30
masterson,55
april,81
ca,15
nominations,46
mermaid,24
cridits,1
blockbuster,78
house,1100
games,221
illusion,21
psychologist,35
debts,16
game,732
fascination,36
happens,442
pursue,36
urge,47
chair,77
tricksters,1
tricked,13
victims,139
perpetrators,7
drawback,22
lacks,100
consistency,9
largely,121
compensated,10
psychological,170
development,252
justin,36
timberlake,9
fangirl,2
obsessed,118
worst,252
cary,66
elwes,1
dylan,42
mcdermott,18
names,169
basic,237
uncovering,10
corrupt,56
j,237
conflicted,32
freeman,101
mentor,28
kevin,146
spacey,18
substance,70
homicidal,26
freaked,15
expecting,277
cheesiness,13
catchphrases,7
unjustified,2
sequences,383
clich,204
decent,342
kept,320
interested,356
appear,284
theatres,21
imaginative,93
refreshingly,21
free,304
picaresque,5
affair,188
recounts,6
ideal,77
conditions,48
escaped,60
convict,33
hostage,15
expertly,54
gibson,38
balanced,37
freshness,18
steckert,7
believing,64
rejection,19
parole,19
undeserved,4
contrives,3
convoluted,44
ultimately,269
spontaneous,28
fore,11
flees,10
lakeside,2
residence,11
bursting,13
dancing,322
capricious,4
gradually,85
gains,14
captive,19
tethered,1
pair,136
responses,12
forms,69
discerned,2
lindsay,35
wagner,30
zealous,6
lieutenant,15
coburn,25
charge,83
manhunt,6
prisoner,50
engrossing,51
paced,200
profits,15
capital,55
karen,55
snatched,14
lad,14
appropriately,49
whimsical,34
contributed,31
josephs,1
watts,14
footage,272
autumnal,1
ontario,9
province,17
correction,6
review,317
award,279
gigi,19
misinformation,3
west,259
fair,205
altered,24
limitations,45
oliver,141
apartment,237
bumble,7
governors,1
underscore,6
dodger,14
moody,70
playful,25
fagin,39
shani,7
wallis,7
reason,789
concider,1
buy,392
choreography,66
musicals,129
chores,8
london,250
meat,44
co,306
treasure,124
stay,315
season,550
dvr,8
digital,64
recorder,7
box,273
sitting,173
hook,52
sinker,5
bauer,36
hooked,101
blinking,5
unlimited,6
month,78
pass,164
dollars,79
needless,76
seasons,176
weeks,115
forty,41
minute,306
finding,224
easier,73
week,241
anticipation,38
mildly,35
torturous,3
cruel,83
chomping,3
compelling,274
awkward,109
tightly,34
wound,39
attempts,232
navigate,8
door,177
fundraiser,1
salesman,31
capture,163
unnerving,27
tone,284
served,71
unsettling,67
pain,190
accompanies,12
sequence,489
facility,21
stood,86
loud,184
frequently,88
efforts,136
bronstein,4
iconic,51
fav,8
trek,177
guys,540
beam,8
explode,15
freaky,25
librarian,25
dude,41
kirk,73
transported,25
mccoy,70
spock,76
freeze,20
frozen,20
locked,78
charged,51
witchcraft,33
amok,15
cavegirl,3
vanquished,2
hes,14
royal,57
assestment,1
whuppin,2
doc,76
anyhow,29
leaving,242
ton,32
leaves,375
taste,207
sadness,95
wasteland,8
vulkin,1
neighborhood,75
anyway,480
bang,55
buck,99
salem,20
witch,167
trials,46
desperation,65
isolation,44
abandoned,88
entirely,260
settings,109
managed,194
jam,24
fer,3
shure,1
vulcans,6
efficient,26
confucian,1
survives,29
threat,68
posed,19
brash,22
greedy,46
representing,23
punished,13
chinese,206
choreographed,53
martial,168
arts,158
fest,27
amuses,10
influence,142
sorry,206
surface,106
mill,60
regretfully,3
entertained,110
geared,15
towards,344
heartwarming,57
underrated,201
contains,238
inspirational,44
quest,110
epic,200
carell,77
portraying,157
virgin,79
capitalizes,4
strengths,48
andy,213
stitzer,11
aged,120
lonely,137
socializing,1
workers,109
rudd,17
jay,83
romany,6
malco,8
cal,53
rogen,12
initially,111
tease,9
resolve,26
assisting,5
virginity,18
adulthood,23
quintessential,39
bulk,31
derives,8
naivet,10
crude,80
gross,61
developing,57
friendships,29
portray,150
rolling,74
seats,25
care,546
crashers,16
vulgar,27
flick,442
reminded,194
mary,339
finish,188
unique,475
wholly,40
check,379
beast,86
grotesque,38
fantasy,426
fairytale,31
centres,17
mythological,12
rumoured,3
wander,14
grounds,32
lusts,4
daring,79
bestiality,6
definite,87
taboo,25
handle,77
centre,35
imagination,195
gaps,13
borowczyk,13
brave,133
open,335
kinds,110
criticisms,26
randy,58
horse,151
mount,11
opener,23
exclamation,5
prepares,11
tour,95
eroticism,24
offend,23
hence,72
merely,158
excuse,76
defining,28
difference,195
instincts,37
control,259
sexuality,98
epitomises,2
central,239
themes,305
weaved,4
shockingly,17
morbid,37
lust,68
criticise,12
importantly,68
conclusion,236
key,258
keeps,393
upper,87
persona,74
stark,62
contrast,170
ensure,32
awaits,13
skilful,1
willing,175
comment,300
effort,259
requiring,7
improvements,6
freak,37
lost,809
da,50
pony,12
focused,120
manticore,3
chasing,63
x,178
ppl,7
comeback,29
yrs,12
cancelled,27
properly,72
cameron,77
challenge,102
stumbled,46
bravo,48
curiosity,50
disappointed,348
talents,133
wasted,77
executioner,5
apparently,278
melnik,1
christ,58
guard,84
hank,79
woeful,4
drunk,124
passes,58
wanda,11
fortunately,96
executions,9
picks,97
wrenching,52
toward,152
protagonists,86
scences,1
opinion,535
justifies,10
existience,1
private,154
national,121
guest,78
trash,125
poverty,80
glamous,1
beaver,15
happened,484
accident,158
busfield,7
redeeming,28
meloni,10
ogle,4
parade,42
janel,4
maloney,3
tea,66
leone,13
